date,region,rep,channel,units,revenue
2026-07-27,North,Dara Nkemi,partner,"1,574",62960.00
2026-07-27,South,Dara Nkemi,web,505,20200.00
2026-07-27,West,Ada Okafor,direct,"2,399",95960.00
2026-07-27,East,Ada Okafor,partner,"1,329",53160.00
2026-07-27,North,Ben Iyer,web,"2,185",87400.00
2026-07-27,South,Ben Iyer,direct,"1,619",64760.00
2026-07-27,West,Cai Moreau,partner,480,19200.00
2026-07-27,East,Cai Moreau,web,"2,082",83280.00
2026-07-27,North,Dara Nkemi,direct,301,12040.00
2026-07-27,South,Dara Nkemi,partner,"1,177",47080.00
2026-07-27,West,Ada Okafor,web,"2,386",95440.00
2026-07-27,East,Ada Okafor,direct,"2,566",102640.00
2026-07-27,North,Ben Iyer,partner,971,38840.00
2026-07-27,South,Ben Iyer,web,"1,066",42640.00
2026-07-27,West,Cai Moreau,direct,340,13600.00
2026-07-27,East,Cai Moreau,partner,384,15360.00
2026-07-27,North,Dara Nkemi,web,"2,403",96120.00
2026-07-28,South,Dara Nkemi,direct,305,12200.00
2026-07-28,West,Ada Okafor,partner,181,7240.00
2026-07-28,East,Ada Okafor,web,656,26240.00
2026-07-28,North,Ben Iyer,direct,753,30120.00
2026-07-28,South,Ben Iyer,partner,"1,738",69520.00
2026-07-28,West,Cai Moreau,web,720,28800.00
2026-07-28,East,Cai Moreau,direct,"2,374",94960.00
2026-07-28,North,Dara Nkemi,partner,"2,489",99560.00
2026-07-28,South,Dara Nkemi,web,205,8200.00
2026-07-28,West,Ada Okafor,direct,"2,181",87240.00
2026-07-28,East,Ada Okafor,partner,"1,301",52040.00
2026-07-28,North,Ben Iyer,web,"2,490",99600.00
2026-07-28,South,Ben Iyer,direct,529,21160.00
2026-07-28,West,Cai Moreau,partner,"1,761",70440.00
2026-07-28,East,Cai Moreau,web,225,9000.00
2026-07-28,North,Dara Nkemi,direct,199,7960.00
2026-07-28,South,Dara Nkemi,partner,"1,824",72960.00
2026-07-28,West,Ada Okafor,web,"1,951",78040.00
2026-07-28,East,Ada Okafor,direct,442,17680.00
2026-07-28,North,Ben Iyer,partner,562,22480.00
2026-07-28,South,Ben Iyer,web,"1,865",74600.00
2026-07-28,West,Cai Moreau,direct,"1,698",67920.00
2026-07-28,East,Cai Moreau,partner,"1,771",70840.00
2026-07-28,North,Dara Nkemi,web,"2,162",86480.00
2026-07-28,South,Dara Nkemi,direct,214,8560.00
2026-07-28,West,Ada Okafor,partner,"2,495",99800.00
2026-07-28,East,Ada Okafor,web,958,38320.00
2026-07-28,North,Ben Iyer,direct,"1,725",69000.00
2026-07-28,South,Ben Iyer,partner,"2,522",100880.00
2026-07-28,West,Cai Moreau,web,"1,213",48520.00
2026-07-28,East,Cai Moreau,direct,"2,361",94440.00
2026-07-28,North,Dara Nkemi,partner,"2,110",84400.00
2026-07-28,South,Dara Nkemi,web,"2,338",93520.00
2026-07-28,West,Ada Okafor,direct,817,32680.00
2026-07-28,East,Ada Okafor,partner,779,31160.00
2026-07-28,North,Ben Iyer,web,"1,684",67360.00
2026-07-28,South,Ben Iyer,direct,558,22320.00
2026-07-28,West,Cai Moreau,partner,253,10120.00
2026-07-28,East,Cai Moreau,web,783,31320.00
2026-07-28,North,Dara Nkemi,direct,"2,052",82080.00
2026-07-28,South,Dara Nkemi,partner,"2,364",94560.00
2026-07-28,West,Ada Okafor,web,"1,143",45720.00
2026-07-28,East,Ada Okafor,direct,"1,866",74640.00
2026-07-28,North,Ben Iyer,partner,551,22040.00
2026-07-28,South,Ben Iyer,web,"2,285",91400.00
2026-07-28,West,Cai Moreau,direct,"2,577",103080.00
2026-07-28,East,Cai Moreau,partner,"2,449",97960.00
2026-07-28,North,Dara Nkemi,web,"2,349",93960.00
2026-07-28,South,Dara Nkemi,direct,630,25200.00
2026-07-28,West,Ada Okafor,partner,"1,615",64600.00
2026-07-28,East,Ada Okafor,web,"1,296",51840.00
2026-07-28,North,Ben Iyer,direct,"2,576",103040.00
2026-07-28,South,Ben Iyer,partner,"1,908",76320.00
2026-07-29,West,Cai Moreau,web,988,39520.00
2026-07-29,East,Cai Moreau,direct,"1,024",40960.00
2026-07-29,North,Dara Nkemi,partner,"1,337",53480.00
2026-07-29,South,Dara Nkemi,web,"2,286",91440.00
2026-07-29,West,Ada Okafor,direct,"1,988",79520.00
2026-07-29,East,Ada Okafor,partner,"2,078",83120.00
2026-07-29,North,Ben Iyer,web,595,23800.00
2026-07-29,South,Ben Iyer,direct,"1,515",60600.00
2026-07-29,West,Cai Moreau,partner,"2,063",82520.00
2026-07-29,East,Cai Moreau,web,485,19400.00
2026-07-29,North,Dara Nkemi,direct,680,27200.00
2026-07-29,South,Dara Nkemi,partner,"1,480",59200.00
2026-07-29,West,Ada Okafor,web,"2,517",100680.00
2026-07-29,East,Ada Okafor,direct,"1,158",46320.00
2026-07-29,North,Ben Iyer,partner,947,37880.00
2026-07-29,South,Ben Iyer,web,"1,162",46480.00
2026-07-29,West,Cai Moreau,direct,299,11960.00
2026-07-29,East,Cai Moreau,partner,862,34480.00
2026-07-29,North,Dara Nkemi,web,"1,819",72760.00
2026-07-29,South,Dara Nkemi,direct,246,9840.00
2026-07-29,West,Ada Okafor,partner,344,13760.00
2026-07-29,East,Ada Okafor,web,"2,532",101280.00
2026-07-29,North,Ben Iyer,direct,"1,007",40280.00
2026-07-29,South,Ben Iyer,partner,"2,138",85520.00
2026-07-29,West,Cai Moreau,web,"1,500",60000.00
2026-07-29,East,Cai Moreau,direct,"1,197",47880.00
2026-07-29,North,Dara Nkemi,partner,562,22480.00
2026-07-29,South,Dara Nkemi,web,670,26800.00
2026-07-29,West,Ada Okafor,direct,"1,311",52440.00
2026-07-29,East,Ada Okafor,partner,"1,967",78680.00
2026-07-29,North,Ben Iyer,web,581,23240.00
2026-07-29,South,Ben Iyer,direct,"2,600",104000.00
2026-07-29,West,Cai Moreau,partner,"1,201",48040.00
2026-07-29,East,Cai Moreau,web,987,39480.00
2026-07-29,North,Dara Nkemi,direct,214,8560.00
2026-07-29,South,Dara Nkemi,partner,"1,186",47440.00
2026-07-29,West,Ada Okafor,web,288,11520.00
2026-07-29,East,Ada Okafor,direct,"2,486",99440.00
2026-07-29,North,Ben Iyer,partner,671,26840.00
2026-07-29,South,Ben Iyer,web,"2,143",85720.00
2026-07-29,West,Cai Moreau,direct,946,37840.00
2026-07-29,East,Cai Moreau,partner,"1,290",51600.00
2026-07-29,North,Dara Nkemi,web,"2,496",99840.00
2026-07-29,South,Dara Nkemi,direct,784,31360.00
2026-07-29,West,Ada Okafor,partner,"2,157",86280.00
2026-07-29,East,Ada Okafor,web,905,36200.00
2026-07-29,North,Ben Iyer,direct,628,25120.00
2026-07-29,South,Ben Iyer,partner,559,22360.00
2026-07-29,West,Cai Moreau,web,"1,231",49240.00
2026-07-29,East,Cai Moreau,direct,"1,443",57720.00
2026-07-29,North,Dara Nkemi,partner,"2,118",84720.00
2026-07-29,South,Dara Nkemi,web,953,38120.00
2026-07-29,West,Ada Okafor,direct,"1,943",77720.00
2026-07-30,East,Ada Okafor,partner,"1,320",52800.00
2026-07-30,North,Ben Iyer,web,"1,208",48320.00
2026-07-30,South,Ben Iyer,direct,"2,078",83120.00
2026-07-30,West,Cai Moreau,partner,"1,174",46960.00
2026-07-30,East,Cai Moreau,web,693,27720.00
2026-07-30,North,Dara Nkemi,direct,"1,162",46480.00
2026-07-30,South,Dara Nkemi,partner,972,38880.00
2026-07-30,West,Ada Okafor,web,"2,366",94640.00
2026-07-30,East,Ada Okafor,direct,"2,326",93040.00
2026-07-30,North,Ben Iyer,partner,370,14800.00
2026-07-30,South,Ben Iyer,web,"2,054",82160.00
2026-07-30,West,Cai Moreau,direct,"1,966",78640.00
2026-07-30,East,Cai Moreau,partner,"1,284",51360.00
2026-07-30,North,Dara Nkemi,web,"1,723",68920.00
2026-07-30,South,Dara Nkemi,direct,"2,591",103640.00
2026-07-30,West,Ada Okafor,partner,427,17080.00
2026-07-30,East,Ada Okafor,web,660,26400.00
2026-07-30,North,Ben Iyer,direct,"2,066",82640.00
2026-07-30,South,Ben Iyer,partner,297,11880.00
2026-07-30,West,Cai Moreau,web,513,20520.00
2026-07-30,East,Cai Moreau,direct,623,24920.00
2026-07-30,North,Dara Nkemi,partner,"1,319",52760.00
2026-07-30,South,Dara Nkemi,web,"1,529",61160.00
2026-07-30,West,Ada Okafor,direct,"1,719",68760.00
2026-07-30,East,Ada Okafor,partner,"2,099",83960.00
2026-07-30,North,Ben Iyer,web,"1,067",42680.00
2026-07-30,South,Ben Iyer,direct,807,32280.00
2026-07-30,West,Cai Moreau,partner,"1,675",67000.00
2026-07-30,East,Cai Moreau,web,418,16720.00
2026-07-30,North,Dara Nkemi,direct,"2,072",82880.00
2026-07-30,South,Dara Nkemi,partner,"1,126",45040.00
2026-07-30,West,Ada Okafor,web,736,29440.00
2026-07-30,East,Ada Okafor,direct,"2,493",99720.00
2026-07-30,North,Ben Iyer,partner,"2,424",96960.00
2026-07-30,South,Ben Iyer,web,"1,688",67520.00
2026-07-30,West,Cai Moreau,direct,"1,442",57680.00
2026-07-30,East,Cai Moreau,partner,479,19160.00
2026-07-30,North,Dara Nkemi,web,"1,103",44120.00
2026-07-30,South,Dara Nkemi,direct,"1,037",41480.00
2026-07-30,West,Ada Okafor,partner,768,30720.00
2026-07-30,East,Ada Okafor,web,"1,600",64000.00
2026-07-30,North,Ben Iyer,direct,547,21880.00
2026-07-30,South,Ben Iyer,partner,"1,032",41280.00
2026-07-30,West,Cai Moreau,web,834,33360.00
2026-07-30,East,Cai Moreau,direct,679,27160.00
2026-07-30,North,Dara Nkemi,partner,999,39960.00
2026-07-30,South,Dara Nkemi,web,"1,676",67040.00
2026-07-30,West,Ada Okafor,direct,"2,251",90040.00
2026-07-30,East,Ada Okafor,partner,778,31120.00
2026-07-30,North,Ben Iyer,web,"2,014",80560.00
2026-07-30,South,Ben Iyer,direct,"1,180",47200.00
2026-07-30,West,Cai Moreau,partner,"1,428",57120.00
2026-07-30,East,Cai Moreau,web,"1,034",41360.00
2026-07-31,North,Dara Nkemi,direct,221,8840.00
2026-07-31,South,Dara Nkemi,partner,"1,945",77800.00
2026-07-31,West,Ada Okafor,web,"1,536",61440.00
2026-07-31,East,Ada Okafor,direct,"2,463",98520.00
2026-07-31,North,Ben Iyer,partner,"1,133",45320.00
2026-07-31,South,Ben Iyer,web,879,35160.00
2026-07-31,West,Cai Moreau,direct,"1,487",59480.00
2026-07-31,East,Cai Moreau,partner,191,7640.00
2026-07-31,North,Dara Nkemi,web,"2,167",86680.00
2026-07-31,South,Dara Nkemi,direct,"2,559",102360.00
2026-07-31,West,Ada Okafor,partner,"1,933",77320.00
2026-07-31,East,Ada Okafor,web,"1,081",43240.00
2026-07-31,North,Ben Iyer,direct,720,28800.00
2026-07-31,South,Ben Iyer,partner,"2,344",93760.00
2026-07-31,West,Cai Moreau,web,387,15480.00
2026-07-31,East,Cai Moreau,direct,866,34640.00
2026-07-31,North,Dara Nkemi,partner,"1,802",72080.00
2026-07-31,South,Dara Nkemi,web,556,22240.00
2026-07-31,West,Ada Okafor,direct,931,37240.00
2026-07-31,East,Ada Okafor,partner,"2,138",85520.00
2026-07-31,North,Ben Iyer,web,"2,292",91680.00
2026-07-31,South,Ben Iyer,direct,573,22920.00
2026-07-31,West,Cai Moreau,partner,"2,574",102960.00
2026-07-31,East,Cai Moreau,web,566,22640.00
2026-07-31,North,Dara Nkemi,direct,"1,476",59040.00
2026-07-31,South,Dara Nkemi,partner,"1,962",78480.00
2026-07-31,West,Ada Okafor,web,"1,384",55360.00
2026-07-31,East,Ada Okafor,direct,"1,528",61120.00
2026-07-31,North,Ben Iyer,partner,"1,139",45560.00
2026-07-31,South,Ben Iyer,web,651,26040.00
2026-07-31,West,Cai Moreau,direct,"2,243",89720.00
2026-07-31,East,Cai Moreau,partner,"1,033",41320.00
2026-07-31,North,Dara Nkemi,web,496,19840.00
2026-07-31,South,Dara Nkemi,direct,939,37560.00
2026-07-31,West,Ada Okafor,partner,323,12920.00
2026-07-31,East,Ada Okafor,web,"1,330",53200.00
2026-07-31,North,Ben Iyer,direct,"2,011",80440.00
2026-07-31,South,Ben Iyer,partner,258,10320.00
2026-07-31,West,Cai Moreau,web,550,22000.00
2026-07-31,East,Cai Moreau,direct,"1,057",42280.00
2026-07-31,North,Dara Nkemi,partner,"1,849",73960.00
2026-07-31,South,Dara Nkemi,web,"1,405",56200.00
2026-07-31,West,Ada Okafor,direct,679,27160.00
2026-07-31,East,Ada Okafor,partner,181,7240.00
2026-07-31,North,Ben Iyer,web,"2,119",84760.00
2026-07-31,South,Ben Iyer,direct,"2,072",82880.00
2026-07-31,West,Cai Moreau,partner,"2,137",85480.00
2026-07-31,East,Cai Moreau,web,243,9720.00
2026-07-31,North,Dara Nkemi,direct,"2,103",84120.00
2026-07-31,South,Dara Nkemi,partner,"1,447",57880.00
2026-07-31,West,Ada Okafor,web,"1,595",63800.00
2026-07-31,East,Ada Okafor,direct,"1,284",51360.00
2026-07-31,North,Ben Iyer,partner,206,8240.00
2026-08-01,South,Ben Iyer,web,835,33400.00
2026-08-01,West,Cai Moreau,direct,"1,410",56400.00
2026-08-01,East,Cai Moreau,partner,"2,243",89720.00
2026-08-01,North,Dara Nkemi,web,"1,516",60640.00
2026-08-01,South,Dara Nkemi,direct,"2,515",100600.00
2026-08-01,West,Ada Okafor,partner,317,12680.00
2026-08-01,East,Ada Okafor,web,"1,827",73080.00
2026-08-01,North,Ben Iyer,direct,"1,045",41800.00
2026-08-01,South,Ben Iyer,partner,865,34600.00
2026-08-01,West,Cai Moreau,web,"2,093",83720.00
2026-08-01,East,Cai Moreau,direct,"2,056",82240.00
2026-08-01,North,Dara Nkemi,partner,"2,242",89680.00
2026-08-01,South,Dara Nkemi,web,"1,149",45960.00
2026-08-01,West,Ada Okafor,direct,838,33520.00
2026-08-01,East,Ada Okafor,partner,"2,539",101560.00
2026-08-01,North,Ben Iyer,web,"1,987",79480.00
2026-08-01,South,Ben Iyer,direct,"2,301",92040.00
2026-08-01,West,Cai Moreau,partner,395,15800.00
2026-08-01,East,Cai Moreau,web,714,28560.00
2026-08-01,North,Dara Nkemi,direct,"1,742",69680.00
2026-08-01,South,Dara Nkemi,partner,"2,551",102040.00
2026-08-01,West,Ada Okafor,web,"1,534",61360.00
2026-08-01,East,Ada Okafor,direct,"1,694",67760.00
2026-08-01,North,Ben Iyer,partner,613,24520.00
2026-08-01,South,Ben Iyer,web,"2,275",91000.00
2026-08-01,West,Cai Moreau,direct,"2,235",89400.00
2026-08-01,East,Cai Moreau,partner,"2,002",80080.00
2026-08-01,North,Dara Nkemi,web,"1,862",74480.00
2026-08-01,South,Dara Nkemi,direct,898,35920.00
2026-08-01,West,Ada Okafor,partner,"1,392",55680.00
2026-08-01,East,Ada Okafor,web,"1,208",48320.00
2026-08-01,North,Ben Iyer,direct,"2,240",89600.00
2026-08-01,South,Ben Iyer,partner,676,27040.00
2026-08-01,West,Cai Moreau,web,"1,690",67600.00
2026-08-01,East,Cai Moreau,direct,"1,961",78440.00
2026-08-01,North,Dara Nkemi,partner,"2,092",83680.00
2026-08-01,South,Dara Nkemi,web,375,15000.00
2026-08-01,West,Ada Okafor,direct,"1,071",42840.00
2026-08-01,East,Ada Okafor,partner,"2,522",100880.00
2026-08-01,North,Ben Iyer,web,232,9280.00
2026-08-01,South,Ben Iyer,direct,"1,313",52520.00
2026-08-01,West,Cai Moreau,partner,"1,676",67040.00
2026-08-01,East,Cai Moreau,web,662,26480.00
2026-08-01,North,Dara Nkemi,direct,"1,009",40360.00
2026-08-01,South,Dara Nkemi,partner,733,29320.00
2026-08-01,West,Ada Okafor,web,185,7400.00
2026-08-01,East,Ada Okafor,direct,"2,486",99440.00
2026-08-01,North,Ben Iyer,partner,"1,872",74880.00
2026-08-01,South,Ben Iyer,web,"1,266",50640.00
2026-08-01,West,Cai Moreau,direct,"1,841",73640.00
2026-08-01,East,Cai Moreau,partner,709,28360.00
2026-08-01,North,Dara Nkemi,web,"1,419",56760.00
2026-08-01,South,Dara Nkemi,direct,860,34400.00
2026-08-02,West,Ada Okafor,partner,"2,045",81800.00
2026-08-02,East,Ada Okafor,web,581,23240.00
2026-08-02,North,Ben Iyer,direct,"1,803",72120.00
2026-08-02,South,Ben Iyer,partner,"1,729",69160.00
2026-08-02,West,Cai Moreau,web,"2,581",103240.00
2026-08-02,East,Cai Moreau,direct,"2,325",93000.00
2026-08-02,North,Dara Nkemi,partner,857,34280.00
2026-08-02,South,Dara Nkemi,web,"1,508",60320.00
2026-08-02,West,Ada Okafor,direct,"1,297",51880.00
2026-08-02,East,Ada Okafor,partner,902,36080.00
2026-08-02,North,Ben Iyer,web,676,27040.00
2026-08-02,South,Ben Iyer,direct,618,24720.00
2026-08-02,West,Cai Moreau,partner,"1,742",69680.00
2026-08-02,East,Cai Moreau,web,"1,946",77840.00
2026-08-02,North,Dara Nkemi,direct,"1,181",47240.00
2026-08-02,South,Dara Nkemi,partner,"2,481",99240.00
2026-08-02,West,Ada Okafor,web,429,17160.00
2026-08-02,East,Ada Okafor,direct,"1,407",56280.00
2026-08-02,North,Ben Iyer,partner,"1,032",41280.00
2026-08-02,South,Ben Iyer,web,"1,107",44280.00
2026-08-02,West,Cai Moreau,direct,406,16240.00
2026-08-02,East,Cai Moreau,partner,"1,522",60880.00
2026-08-02,North,Dara Nkemi,web,"1,675",67000.00
2026-08-02,South,Dara Nkemi,direct,743,29720.00
2026-08-02,West,Ada Okafor,partner,264,10560.00
2026-08-02,East,Ada Okafor,web,603,24120.00
2026-08-02,North,Ben Iyer,direct,"1,089",43560.00
2026-08-02,South,Ben Iyer,partner,552,22080.00
2026-08-02,West,Cai Moreau,web,"2,055",82200.00
2026-08-02,East,Cai Moreau,direct,"1,092",43680.00
2026-08-02,North,Dara Nkemi,partner,"2,247",89880.00
2026-08-02,South,Dara Nkemi,web,"1,586",63440.00
2026-08-02,West,Ada Okafor,direct,"1,730",69200.00
2026-08-02,East,Ada Okafor,partner,"1,217",48680.00
2026-08-02,North,Ben Iyer,web,"2,536",101440.00
2026-08-02,South,Ben Iyer,direct,"1,629",65160.00
2026-08-02,West,Cai Moreau,partner,"1,172",46880.00
2026-08-02,East,Cai Moreau,web,"1,638",65520.00
2026-08-02,North,Dara Nkemi,direct,"1,524",60960.00
2026-08-02,South,Dara Nkemi,partner,"2,349",93960.00
2026-08-02,West,Ada Okafor,web,385,15400.00
2026-08-02,East,Ada Okafor,direct,531,21240.00
2026-08-02,North,Ben Iyer,partner,498,19920.00
2026-08-02,South,Ben Iyer,web,834,33360.00
2026-08-02,West,Cai Moreau,direct,"1,402",56080.00
2026-08-02,East,Cai Moreau,partner,"1,814",72560.00
2026-08-02,North,Dara Nkemi,web,"1,171",46840.00
2026-08-02,South,Dara Nkemi,direct,700,28000.00
2026-08-02,West,Ada Okafor,partner,"2,465",98600.00
2026-08-02,East,Ada Okafor,web,"1,836",73440.00
2026-08-02,North,Ben Iyer,direct,"1,783",71320.00
2026-08-02,South,Ben Iyer,partner,241,9640.00
2026-08-02,West,Cai Moreau,web,"1,917",76680.00
2026-08-03,East,Cai Moreau,direct,"1,042",41680.00
2026-08-03,North,Dara Nkemi,partner,762,30480.00
2026-08-03,South,Dara Nkemi,web,"2,485",99400.00
2026-08-03,West,Ada Okafor,direct,425,17000.00
2026-08-03,East,Ada Okafor,partner,"1,352",54080.00
2026-08-03,North,Ben Iyer,web,389,15560.00
2026-08-03,South,Ben Iyer,direct,588,23520.00
2026-08-03,West,Cai Moreau,partner,"1,002",40080.00
2026-08-03,East,Cai Moreau,web,"1,339",53560.00
2026-08-03,North,Dara Nkemi,direct,"2,470",98800.00
2026-08-03,South,Dara Nkemi,partner,864,34560.00
2026-08-03,West,Ada Okafor,web,"2,517",100680.00
2026-08-03,East,Ada Okafor,direct,818,32720.00
2026-08-03,North,Ben Iyer,partner,908,36320.00
2026-08-03,South,Ben Iyer,web,829,33160.00
2026-08-03,West,Cai Moreau,direct,340,13600.00
2026-08-03,East,Cai Moreau,partner,317,12680.00
2026-08-03,North,Dara Nkemi,web,230,9200.00
2026-08-03,South,Dara Nkemi,direct,707,28280.00
2026-08-03,West,Ada Okafor,partner,312,12480.00
2026-08-03,East,Ada Okafor,web,"2,124",84960.00
2026-08-03,North,Ben Iyer,direct,"1,198",47920.00
2026-08-03,South,Ben Iyer,partner,706,28240.00
2026-08-03,West,Cai Moreau,web,"1,965",78600.00
2026-08-03,East,Cai Moreau,direct,"1,563",62520.00
2026-08-03,North,Dara Nkemi,partner,525,21000.00
2026-08-03,South,Dara Nkemi,web,973,38920.00
2026-08-03,West,Ada Okafor,direct,"2,371",94840.00
2026-08-03,East,Ada Okafor,partner,"1,189",47560.00
2026-08-03,North,Ben Iyer,web,878,35120.00
2026-08-03,South,Ben Iyer,direct,"2,567",102680.00
2026-08-03,West,Cai Moreau,partner,"1,372",54880.00
2026-08-03,East,Cai Moreau,web,"2,217",88680.00
2026-08-03,North,Dara Nkemi,direct,"2,579",103160.00
2026-08-03,South,Dara Nkemi,partner,"2,240",89600.00
2026-08-03,West,Ada Okafor,web,"1,866",74640.00
2026-08-03,East,Ada Okafor,direct,"1,916",76640.00
2026-08-03,North,Ben Iyer,partner,271,10840.00
2026-08-03,South,Ben Iyer,web,"1,868",74720.00
2026-08-03,West,Cai Moreau,direct,"2,097",83880.00
2026-08-03,East,Cai Moreau,partner,"2,349",93960.00
2026-08-03,North,Dara Nkemi,web,"1,648",65920.00
2026-08-03,South,Dara Nkemi,direct,"2,498",99920.00
2026-08-03,West,Ada Okafor,partner,"1,573",62920.00
2026-08-03,East,Ada Okafor,web,"1,416",56640.00
2026-08-03,North,Ben Iyer,direct,"1,356",54240.00
2026-08-03,South,Ben Iyer,partner,"2,109",84360.00
2026-08-03,West,Cai Moreau,web,"1,082",43280.00
2026-08-03,East,Cai Moreau,direct,"2,581",103240.00
2026-08-03,North,Dara Nkemi,partner,"1,521",60840.00
2026-08-03,South,Dara Nkemi,web,"2,416",96640.00
2026-08-03,West,Ada Okafor,direct,"1,618",64720.00
2026-08-03,East,Ada Okafor,partner,"2,548",101920.00
2026-08-04,North,Ben Iyer,web,999,39960.00
2026-08-04,South,Ben Iyer,direct,768,30720.00
2026-08-04,West,Cai Moreau,partner,503,20120.00
2026-08-04,East,Cai Moreau,web,"1,391",55640.00
2026-08-04,North,Dara Nkemi,direct,"1,401",56040.00
2026-08-04,South,Dara Nkemi,partner,302,12080.00
2026-08-04,West,Ada Okafor,web,"1,014",40560.00
2026-08-04,East,Ada Okafor,direct,346,13840.00
2026-08-04,North,Ben Iyer,partner,992,39680.00
2026-08-04,South,Ben Iyer,web,769,30760.00
2026-08-04,West,Cai Moreau,direct,322,12880.00
2026-08-04,East,Cai Moreau,partner,430,17200.00
2026-08-04,North,Dara Nkemi,web,"1,680",67200.00
2026-08-04,South,Dara Nkemi,direct,925,37000.00
2026-08-04,West,Ada Okafor,partner,360,14400.00
2026-08-04,East,Ada Okafor,web,555,22200.00
2026-08-04,North,Ben Iyer,direct,"1,727",69080.00
2026-08-04,South,Ben Iyer,partner,"1,800",72000.00
2026-08-04,West,Cai Moreau,web,"2,112",84480.00
2026-08-04,East,Cai Moreau,direct,"2,006",80240.00
2026-08-04,North,Dara Nkemi,partner,"2,399",95960.00
2026-08-04,South,Dara Nkemi,web,"1,222",48880.00
2026-08-04,West,Ada Okafor,direct,"1,429",57160.00
2026-08-04,East,Ada Okafor,partner,"1,689",67560.00
2026-08-04,North,Ben Iyer,web,"2,255",90200.00
2026-08-04,South,Ben Iyer,direct,655,26200.00
2026-08-04,West,Cai Moreau,partner,"1,589",63560.00
2026-08-04,East,Cai Moreau,web,"1,336",53440.00
2026-08-04,North,Dara Nkemi,direct,"1,615",64600.00
2026-08-04,South,Dara Nkemi,partner,"1,855",74200.00
